Time(s),Control_Sequence,Temperature(℃),SOH_Loss,Target_Power
1.000000000000000000e+00,2.462048258050097277e-02,2.499571992472723991e+01,1.644765399396419525e-02,-6.839562578808955732e+04
2.000000000000000000e+00,4.232144507247485865e-02,2.499528849091160154e+01,0.000000000000000000e+00,-6.837929712917600409e+04
3.000000000000000000e+00,5.627696898522874247e-02,2.499454526783885910e+01,0.000000000000000000e+00,-6.835574613633015542e+04
4.000000000000000000e+00,6.766035211237639291e-02,2.499164102672279597e+01,0.000000000000000000e+00,-6.832562385781978082e+04
5.000000000000000000e+00,7.711285714453590401e-02,2.499928469683820609e+01,0.000000000000000000e+00,-6.829000884300375765e+04
6.000000000000000000e+00,8.209277390845674816e-02,2.499528191317346781e+01,0.000000000000000000e+00,-6.824901563386686030e+04
7.000000000000000000e+00,8.682777998551075016e-02,2.501615381475124877e+01,0.000000000000000000e+00,-6.820175280315785494e+04
8.000000000000000000e+00,9.109765839761535533e-02,2.503358681105551398e+01,0.000000000000000000e+00,-6.815083619283323060e+04
9.000000000000000000e+00,9.486810810485876710e-02,2.504672691085086811e+01,0.000000000000000000e+00,-6.809273592882265802e+04
1.000000000000000000e+01,9.816660301906951491e-02,2.504756612333808974e+01,0.000000000000000000e+00,-6.802888359096166096e+04
1.100000000000000000e+01,1.080925338503479771e-01,2.505212195711602163e+01,0.000000000000000000e+00,-6.796132444946069154e+04
1.200000000000000000e+01,1.173493087663072809e-01,2.506762285640762400e+01,0.000000000000000000e+00,-6.788752130026121449e+04
1.300000000000000000e+01,1.255461144525103490e-01,2.508654263357400893e+01,0.000000000000000000e+00,-6.780820535026643483e+04
1.400000000000000000e+01,1.326879905250647473e-01,2.509509939137227974e+01,0.000000000000000000e+00,-6.772008304516146018e+04
1.500000000000000000e+01,1.388749720336528992e-01,2.509198770654968413e+01,0.000000000000000000e+00,-6.762881337777002773e+04
1.600000000000000000e+01,1.511836444912502686e-01,2.510824944303412209e+01,0.000000000000000000e+00,-6.753289738853865128e+04
1.700000000000000000e+01,1.628001920264118829e-01,2.512884248782977181e+01,0.000000000000000000e+00,-6.743055884221183078e+04
1.800000000000000000e+01,1.731598645070712705e-01,2.513453198714268666e+01,0.000000000000000000e+00,-6.732213880189288466e+04
1.900000000000000000e+01,1.822271541566203856e-01,2.514172698641737469e+01,0.000000000000000000e+00,-6.720999773005147290e+04
2.000000000000000000e+01,1.901065120534188857e-01,2.515179485173023721e+01,0.000000000000000000e+00,-6.709083581998462614e+04
2.100000000000000000e+01,1.998402119698648449e-01,2.514979044945233255e+01,0.000000000000000000e+00,-6.696803571495373035e+04
