Time(s),Comp_Power(W),Temperature(℃),SOH_Loss(%)
0.000000000000000000e+00,0.000000000000000000e+00,2.501773938936169017e+01,4.848488606512546539e-03
1.000000000000000000e+00,0.000000000000000000e+00,2.504963996436843843e+01,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.507664325734278066e+01,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,2.510579947038193893e+01,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,2.510745636751945398e+01,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,2.513818006153311302e+01,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,2.515923116966605733e+01,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,2.516784982970037632e+01,0.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00,2.517799759017945149e+01,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,2.519304400513465936e+01,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,2.523797338539135993e+01,0.000000000000000000e+00
1.100000000000000000e+01,0.000000000000000000e+00,2.526820939077324724e+01,0.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00,2.528982805116391219e+01,0.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00,2.531108637553237983e+01,0.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00,2.533855423562439668e+01,0.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00,2.535585054760275980e+01,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00,2.535962092896251363e+01,0.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00,2.538050852317982375e+01,0.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00,2.538754965479638059e+01,0.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00,2.540849834309982924e+01,0.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00,2.542571067681778985e+01,0.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00,2.544878191036276860e+01,0.000000000000000000e+00
2.200000000000000000e+01,0.000000000000000000e+00,2.546754226360389595e+01,0.000000000000000000e+00
2.300000000000000000e+01,0.000000000000000000e+00,2.548172225205710717e+01,0.000000000000000000e+00
2.400000000000000000e+01,0.000000000000000000e+00,2.549318888555052354e+01,0.000000000000000000e+00
2.500000000000000000e+01,0.000000000000000000e+00,2.552220884961439751e+01,0.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00,2.554725091324471009e+01,0.000000000000000000e+00
2.700000000000000000e+01,0.000000000000000000e+00,2.556186588949208272e+01,0.000000000000000000e+00
2.800000000000000000e+01,0.000000000000000000e+00,2.556058902226401131e+01,0.000000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00,2.556405530832985562e+01,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00,2.555948838190368377e+01,3.691179677844047546e-03
3.100000000000000000e+01,0.000000000000000000e+00,2.558407042323519320e+01,0.000000000000000000e+00
3.200000000000000000e+01,0.000000000000000000e+00,2.559186563629292266e+01,0.000000000000000000e+00
3.300000000000000000e+01,0.000000000000000000e+00,2.560537018733968040e+01,0.000000000000000000e+00
3.400000000000000000e+01,0.000000000000000000e+00,2.562907587804392406e+01,0.000000000000000000e+00
3.500000000000000000e+01,0.000000000000000000e+00,2.566319793335732768e+01,0.000000000000000000e+00
3.600000000000000000e+01,0.000000000000000000e+00,2.568350288309058982e+01,0.000000000000000000e+00
3.700000000000000000e+01,0.000000000000000000e+00,2.569807007161104906e+01,0.000000000000000000e+00
3.800000000000000000e+01,0.000000000000000000e+00,2.572279292300592246e+01,0.000000000000000000e+00
3.900000000000000000e+01,0.000000000000000000e+00,2.574024668359773216e+01,0.000000000000000000e+00
4.000000000000000000e+01,0.000000000000000000e+00,2.576352054641676759e+01,0.000000000000000000e+00
4.100000000000000000e+01,0.000000000000000000e+00,2.577669423870738896e+01,0.000000000000000000e+00
4.200000000000000000e+01,0.000000000000000000e+00,2.579631739959489778e+01,0.000000000000000000e+00
4.300000000000000000e+01,0.000000000000000000e+00,2.581525347583297503e+01,0.000000000000000000e+00
4.400000000000000000e+01,0.000000000000000000e+00,2.584033102636445278e+01,0.000000000000000000e+00
4.500000000000000000e+01,0.000000000000000000e+00,2.585442393644967041e+01,0.000000000000000000e+00
4.600000000000000000e+01,0.000000000000000000e+00,2.584213010810509559e+01,0.000000000000000000e+00
4.700000000000000000e+01,0.000000000000000000e+00,2.587255686196996862e+01,0.000000000000000000e+00
4.800000000000000000e+01,0.000000000000000000e+00,2.588953896987274206e+01,0.000000000000000000e+00
4.900000000000000000e+01,0.000000000000000000e+00,2.591895368411880440e+01,0.000000000000000000e+00
5.000000000000000000e+01,0.000000000000000000e+00,2.591661810720757231e+01,0.000000000000000000e+00
5.100000000000000000e+01,0.000000000000000000e+00,2.593870659933071110e+01,0.000000000000000000e+00
5.200000000000000000e+01,0.000000000000000000e+00,2.595249404053160802e+01,0.000000000000000000e+00
5.300000000000000000e+01,0.000000000000000000e+00,2.596741144469829621e+01,0.000000000000000000e+00
5.400000000000000000e+01,0.000000000000000000e+00,2.598976978176118990e+01,0.000000000000000000e+00
5.500000000000000000e+01,0.000000000000000000e+00,2.600628447613425820e+01,0.000000000000000000e+00
5.600000000000000000e+01,3.000000000000000000e+02,2.601421473561534725e+01,0.000000000000000000e+00
5.700000000000000000e+01,6.000000000000000000e+02,2.602882192223060898e+01,0.000000000000000000e+00
5.800000000000000000e+01,9.000000000000000000e+02,2.603395098903818550e+01,0.000000000000000000e+00
5.900000000000000000e+01,1.200000000000000000e+03,2.601840147465788178e+01,0.000000000000000000e+00
6.000000000000000000e+01,1.500000000000000000e+03,2.602221144957474053e+01,9.695196524262428284e-03
6.100000000000000000e+01,1.800000000000000000e+03,2.603045547166660967e+01,0.000000000000000000e+00
6.200000000000000000e+01,2.100000000000000000e+03,2.602953043736579275e+01,0.000000000000000000e+00
6.300000000000000000e+01,2.400000000000000000e+03,2.603189712415695212e+01,0.000000000000000000e+00
6.400000000000000000e+01,2.700000000000000000e+03,2.603424390262119559e+01,0.000000000000000000e+00
6.500000000000000000e+01,3.000000000000000000e+03,2.602061337349074677e+01,0.000000000000000000e+00
6.600000000000000000e+01,3.000000000000000000e+03,2.601686063533488280e+01,0.000000000000000000e+00
6.700000000000000000e+01,3.000000000000000000e+03,2.601800211132731988e+01,0.000000000000000000e+00
6.800000000000000000e+01,3.000000000000000000e+03,2.602142644685866557e+01,0.000000000000000000e+00
6.900000000000000000e+01,3.000000000000000000e+03,2.599473230074013586e+01,0.000000000000000000e+00
7.000000000000000000e+01,3.000000000000000000e+03,2.598610444730917735e+01,0.000000000000000000e+00
7.100000000000000000e+01,3.000000000000000000e+03,2.597905821453998243e+01,0.000000000000000000e+00
7.200000000000000000e+01,3.000000000000000000e+03,2.597493703615667471e+01,0.000000000000000000e+00
7.300000000000000000e+01,3.000000000000000000e+03,2.597086116793996524e+01,0.000000000000000000e+00
7.400000000000000000e+01,3.000000000000000000e+03,2.594571273440677928e+01,0.000000000000000000e+00
7.500000000000000000e+01,3.000000000000000000e+03,2.594418059608977600e+01,0.000000000000000000e+00
7.600000000000000000e+01,3.000000000000000000e+03,2.593678251173361105e+01,0.000000000000000000e+00
7.700000000000000000e+01,3.000000000000000000e+03,2.594136439061180255e+01,0.000000000000000000e+00
7.800000000000000000e+01,3.000000000000000000e+03,2.593501747668335966e+01,0.000000000000000000e+00
7.900000000000000000e+01,3.000000000000000000e+03,2.593097497305355148e+01,0.000000000000000000e+00
8.000000000000000000e+01,3.000000000000000000e+03,2.593314673687624250e+01,0.000000000000000000e+00
8.100000000000000000e+01,3.000000000000000000e+03,2.593277068572081134e+01,0.000000000000000000e+00
8.200000000000000000e+01,3.000000000000000000e+03,2.594147438479959789e+01,0.000000000000000000e+00
8.300000000000000000e+01,3.000000000000000000e+03,2.592839003153036614e+01,0.000000000000000000e+00
8.400000000000000000e+01,3.000000000000000000e+03,2.590826674781870409e+01,0.000000000000000000e+00
8.500000000000000000e+01,3.000000000000000000e+03,2.590916849877826067e+01,0.000000000000000000e+00
8.600000000000000000e+01,3.000000000000000000e+03,2.589615284421667951e+01,0.000000000000000000e+00
8.700000000000000000e+01,3.000000000000000000e+03,2.587902830600471660e+01,0.000000000000000000e+00
