Time(s),Comp_Power(W),Temperature(℃),SOH_Loss(%)
0.000000000000000000e+00,0.000000000000000000e+00,2.506473249932291836e+01,-1.611832343041896820e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.511575711367015984e+01,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.515395076856293244e+01,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,2.520687594673790954e+01,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,2.526171020935496969e+01,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,2.529136171090069851e+01,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,2.532941627122239936e+01,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,2.537621282723086935e+01,0.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00,2.542376720301695414e+01,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,2.546321429933841429e+01,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,2.552705699121933591e+01,0.000000000000000000e+00
1.100000000000000000e+01,0.000000000000000000e+00,2.556020790024200551e+01,0.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00,2.558764317955380818e+01,0.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00,2.563021744579188876e+01,0.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00,2.566697299055527637e+01,0.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00,2.571054159061113964e+01,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00,2.577026586249693096e+01,0.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00,2.582018735709818458e+01,0.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00,2.587488051098030439e+01,0.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00,2.592169064489106844e+01,0.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00,2.595372210977473060e+01,0.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00,2.601590997361612523e+01,0.000000000000000000e+00
2.200000000000000000e+01,3.000000000000000000e+02,2.605989491458766594e+01,0.000000000000000000e+00
2.300000000000000000e+01,6.000000000000000000e+02,2.609628105455171720e+01,0.000000000000000000e+00
2.400000000000000000e+01,9.000000000000000000e+02,2.613164820661478061e+01,0.000000000000000000e+00
2.500000000000000000e+01,1.200000000000000000e+03,2.614465145644694033e+01,0.000000000000000000e+00
2.600000000000000000e+01,1.500000000000000000e+03,2.616668039357078612e+01,0.000000000000000000e+00
2.700000000000000000e+01,1.800000000000000000e+03,2.617196143413240605e+01,0.000000000000000000e+00
2.800000000000000000e+01,2.100000000000000000e+03,2.621362135010776129e+01,0.000000000000000000e+00
2.900000000000000000e+01,2.400000000000000000e+03,2.623924304051990930e+01,0.000000000000000000e+00
3.000000000000000000e+01,2.700000000000000000e+03,2.629192602932247169e+01,-1.106699742376804352e-02
3.100000000000000000e+01,3.000000000000000000e+03,2.630668732040898306e+01,0.000000000000000000e+00
3.200000000000000000e+01,3.000000000000000000e+03,2.633038299272603311e+01,0.000000000000000000e+00
3.300000000000000000e+01,3.000000000000000000e+03,2.636158528570130599e+01,0.000000000000000000e+00
3.400000000000000000e+01,3.000000000000000000e+03,2.639104995298141532e+01,0.000000000000000000e+00
3.500000000000000000e+01,3.000000000000000000e+03,2.642200704577543746e+01,0.000000000000000000e+00
3.600000000000000000e+01,3.000000000000000000e+03,2.644771615051604741e+01,0.000000000000000000e+00
3.700000000000000000e+01,3.000000000000000000e+03,2.646431879870263515e+01,0.000000000000000000e+00
3.800000000000000000e+01,3.000000000000000000e+03,2.647759344167745255e+01,0.000000000000000000e+00
3.900000000000000000e+01,3.000000000000000000e+03,2.649397426617075268e+01,0.000000000000000000e+00
4.000000000000000000e+01,3.000000000000000000e+03,2.652697464809501682e+01,0.000000000000000000e+00
4.100000000000000000e+01,3.000000000000000000e+03,2.654277134499226065e+01,0.000000000000000000e+00
4.200000000000000000e+01,3.000000000000000000e+03,2.655070887787600498e+01,0.000000000000000000e+00
4.300000000000000000e+01,3.000000000000000000e+03,2.658464029176687404e+01,0.000000000000000000e+00
4.400000000000000000e+01,3.000000000000000000e+03,2.661500025453442575e+01,0.000000000000000000e+00
4.500000000000000000e+01,3.000000000000000000e+03,2.663417744359702155e+01,0.000000000000000000e+00
4.600000000000000000e+01,3.000000000000000000e+03,2.664437707434425207e+01,0.000000000000000000e+00
4.700000000000000000e+01,3.000000000000000000e+03,2.666043684187550156e+01,0.000000000000000000e+00
4.800000000000000000e+01,3.000000000000000000e+03,2.668786334695609597e+01,0.000000000000000000e+00
