Time(s),Comp_Power(W),Temperature(℃),SOH_Loss(%)
0.000000000000000000e+00,0.000000000000000000e+00,2.500900420521950451e+01,9.042310412041842937e-04
1.000000000000000000e+00,0.000000000000000000e+00,2.501842347289451141e+01,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.501584715496067091e+01,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,2.501897857028050254e+01,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,2.503900568035959395e+01,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,2.504456901482530995e+01,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,2.503967518244714086e+01,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,2.504629272809981444e+01,0.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00,2.505546015703691864e+01,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,2.504878793919373692e+01,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,2.505149297198930824e+01,0.000000000000000000e+00
1.100000000000000000e+01,0.000000000000000000e+00,2.504328958257427118e+01,0.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00,2.505178572197199216e+01,0.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00,2.504637748503009931e+01,0.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00,2.505102459035483164e+01,0.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00,2.505806899999139503e+01,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00,2.506240888277627477e+01,0.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00,2.506209658317440159e+01,0.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00,2.505841611866153329e+01,0.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00,2.506076746113879494e+01,0.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00,2.507516178538568141e+01,0.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00,2.507853647688597576e+01,0.000000000000000000e+00
2.200000000000000000e+01,0.000000000000000000e+00,2.506525406462291272e+01,0.000000000000000000e+00
2.300000000000000000e+01,0.000000000000000000e+00,2.506641371175583544e+01,0.000000000000000000e+00
2.400000000000000000e+01,0.000000000000000000e+00,2.507319224300282201e+01,0.000000000000000000e+00
2.500000000000000000e+01,0.000000000000000000e+00,2.507477644058489119e+01,0.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00,2.507199696997219363e+01,0.000000000000000000e+00
2.700000000000000000e+01,0.000000000000000000e+00,2.507693211484411222e+01,0.000000000000000000e+00
2.800000000000000000e+01,0.000000000000000000e+00,2.507311995897024914e+01,0.000000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00,2.507539254609570634e+01,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00,2.507177802309028181e+01,1.605499855941161513e-04
3.100000000000000000e+01,0.000000000000000000e+00,2.507394267663759990e+01,0.000000000000000000e+00
3.200000000000000000e+01,0.000000000000000000e+00,2.509234901583819521e+01,0.000000000000000000e+00
3.300000000000000000e+01,0.000000000000000000e+00,2.509797562560319406e+01,0.000000000000000000e+00
3.400000000000000000e+01,0.000000000000000000e+00,2.509282039509218265e+01,0.000000000000000000e+00
3.500000000000000000e+01,0.000000000000000000e+00,2.510212650267757795e+01,0.000000000000000000e+00
3.600000000000000000e+01,0.000000000000000000e+00,2.510749059169467401e+01,0.000000000000000000e+00
3.700000000000000000e+01,0.000000000000000000e+00,2.511048938414246834e+01,0.000000000000000000e+00
3.800000000000000000e+01,0.000000000000000000e+00,2.511917383244956525e+01,0.000000000000000000e+00
3.900000000000000000e+01,0.000000000000000000e+00,2.513433992311462362e+01,0.000000000000000000e+00
4.000000000000000000e+01,0.000000000000000000e+00,2.513464344215335089e+01,0.000000000000000000e+00
4.100000000000000000e+01,0.000000000000000000e+00,2.513559596845137634e+01,0.000000000000000000e+00
4.200000000000000000e+01,0.000000000000000000e+00,2.513619244669981256e+01,0.000000000000000000e+00
4.300000000000000000e+01,0.000000000000000000e+00,2.513432049674007374e+01,0.000000000000000000e+00
4.400000000000000000e+01,0.000000000000000000e+00,2.514487794344346128e+01,0.000000000000000000e+00
4.500000000000000000e+01,0.000000000000000000e+00,2.516228418937732414e+01,0.000000000000000000e+00
4.600000000000000000e+01,0.000000000000000000e+00,2.517215729801604951e+01,0.000000000000000000e+00
4.700000000000000000e+01,0.000000000000000000e+00,2.516761852903161056e+01,0.000000000000000000e+00
4.800000000000000000e+01,0.000000000000000000e+00,2.516646653020992375e+01,0.000000000000000000e+00
4.900000000000000000e+01,0.000000000000000000e+00,2.516371459142606781e+01,0.000000000000000000e+00
5.000000000000000000e+01,0.000000000000000000e+00,2.518185801073201802e+01,0.000000000000000000e+00
5.100000000000000000e+01,0.000000000000000000e+00,2.518274574473046812e+01,0.000000000000000000e+00
5.200000000000000000e+01,0.000000000000000000e+00,2.518593869387370887e+01,0.000000000000000000e+00
5.300000000000000000e+01,0.000000000000000000e+00,2.517551085114210352e+01,0.000000000000000000e+00
5.400000000000000000e+01,0.000000000000000000e+00,2.517223742529911590e+01,0.000000000000000000e+00
5.500000000000000000e+01,0.000000000000000000e+00,2.517401204132775661e+01,0.000000000000000000e+00
5.600000000000000000e+01,0.000000000000000000e+00,2.517320518499116133e+01,0.000000000000000000e+00
5.700000000000000000e+01,0.000000000000000000e+00,2.518748750607813847e+01,0.000000000000000000e+00
5.800000000000000000e+01,0.000000000000000000e+00,2.517888023217549076e+01,0.000000000000000000e+00
5.900000000000000000e+01,0.000000000000000000e+00,2.518775614772860649e+01,0.000000000000000000e+00
6.000000000000000000e+01,0.000000000000000000e+00,2.518150549629715229e+01,-4.723307676613330841e-03
6.100000000000000000e+01,0.000000000000000000e+00,2.518671197710301968e+01,0.000000000000000000e+00
6.200000000000000000e+01,0.000000000000000000e+00,2.517491191156397079e+01,0.000000000000000000e+00
6.300000000000000000e+01,0.000000000000000000e+00,2.517389008801919914e+01,0.000000000000000000e+00
6.400000000000000000e+01,0.000000000000000000e+00,2.517474053302029091e+01,0.000000000000000000e+00
6.500000000000000000e+01,0.000000000000000000e+00,2.518608824427844084e+01,0.000000000000000000e+00
6.600000000000000000e+01,0.000000000000000000e+00,2.519238662872255574e+01,0.000000000000000000e+00
6.700000000000000000e+01,0.000000000000000000e+00,2.517890425329660786e+01,0.000000000000000000e+00
6.800000000000000000e+01,0.000000000000000000e+00,2.518509332936776701e+01,0.000000000000000000e+00
6.900000000000000000e+01,0.000000000000000000e+00,2.518793732000729335e+01,0.000000000000000000e+00
7.000000000000000000e+01,0.000000000000000000e+00,2.518326489004754265e+01,0.000000000000000000e+00
7.100000000000000000e+01,0.000000000000000000e+00,2.518647939829289584e+01,0.000000000000000000e+00
7.200000000000000000e+01,0.000000000000000000e+00,2.518511706213405077e+01,0.000000000000000000e+00
7.300000000000000000e+01,0.000000000000000000e+00,2.516328162785882583e+01,0.000000000000000000e+00
7.400000000000000000e+01,0.000000000000000000e+00,2.516657462861992300e+01,0.000000000000000000e+00
7.500000000000000000e+01,0.000000000000000000e+00,2.517248006817052186e+01,0.000000000000000000e+00
7.600000000000000000e+01,0.000000000000000000e+00,2.516915276946541269e+01,0.000000000000000000e+00
7.700000000000000000e+01,0.000000000000000000e+00,2.518188598360209340e+01,0.000000000000000000e+00
7.800000000000000000e+01,0.000000000000000000e+00,2.518610042561871154e+01,0.000000000000000000e+00
7.900000000000000000e+01,0.000000000000000000e+00,2.518714716291282230e+01,0.000000000000000000e+00
8.000000000000000000e+01,0.000000000000000000e+00,2.518269270174711494e+01,0.000000000000000000e+00
8.100000000000000000e+01,0.000000000000000000e+00,2.519042812773458806e+01,0.000000000000000000e+00
8.200000000000000000e+01,0.000000000000000000e+00,2.518765564558627545e+01,0.000000000000000000e+00
8.300000000000000000e+01,0.000000000000000000e+00,2.519624494556171257e+01,0.000000000000000000e+00
8.400000000000000000e+01,0.000000000000000000e+00,2.520324920373725064e+01,0.000000000000000000e+00
8.500000000000000000e+01,0.000000000000000000e+00,2.520783405503855690e+01,0.000000000000000000e+00
8.600000000000000000e+01,0.000000000000000000e+00,2.522384075214031895e+01,0.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,2.522046980872829280e+01,0.000000000000000000e+00
8.800000000000000000e+01,0.000000000000000000e+00,2.522563738036449266e+01,0.000000000000000000e+00
8.900000000000000000e+01,0.000000000000000000e+00,2.523766408830289620e+01,0.000000000000000000e+00
9.000000000000000000e+01,0.000000000000000000e+00,2.524051316352830199e+01,-1.387526467442512512e-02
9.100000000000000000e+01,0.000000000000000000e+00,2.525513261197483317e+01,0.000000000000000000e+00
9.200000000000000000e+01,0.000000000000000000e+00,2.526995459444692926e+01,0.000000000000000000e+00
9.300000000000000000e+01,0.000000000000000000e+00,2.528271993594362854e+01,0.000000000000000000e+00
9.400000000000000000e+01,0.000000000000000000e+00,2.530066921020092963e+01,0.000000000000000000e+00
9.500000000000000000e+01,0.000000000000000000e+00,2.529438254183430601e+01,0.000000000000000000e+00
9.600000000000000000e+01,0.000000000000000000e+00,2.531197028107710878e+01,0.000000000000000000e+00
9.700000000000000000e+01,0.000000000000000000e+00,2.532419023427501159e+01,0.000000000000000000e+00
9.800000000000000000e+01,0.000000000000000000e+00,2.531739190827930841e+01,0.000000000000000000e+00
9.900000000000000000e+01,0.000000000000000000e+00,2.531753881278602947e+01,0.000000000000000000e+00
1.000000000000000000e+02,0.000000000000000000e+00,2.533269099487645093e+01,0.000000000000000000e+00
1.010000000000000000e+02,0.000000000000000000e+00,2.532799816836595852e+01,0.000000000000000000e+00
1.020000000000000000e+02,0.000000000000000000e+00,2.532814423473101684e+01,0.000000000000000000e+00
1.030000000000000000e+02,0.000000000000000000e+00,2.532929798440027724e+01,0.000000000000000000e+00
1.040000000000000000e+02,0.000000000000000000e+00,2.534063593958164518e+01,0.000000000000000000e+00
1.050000000000000000e+02,0.000000000000000000e+00,2.534496929049804947e+01,0.000000000000000000e+00
