Time(s),Comp_Power(W),Temperature(℃),SOH_Loss(%)
0.000000000000000000e+00,0.000000000000000000e+00,2.506073609117530765e+01,-1.611832343041896820e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.510964515626815441e+01,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.515524934332290385e+01,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,2.518040088015701272e+01,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,2.521218010783442054e+01,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,2.526754400136795198e+01,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,2.530715291912876097e+01,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,2.535886736002830943e+01,0.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00,2.538888644970620945e+01,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,2.543934167368664490e+01,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,2.547757651274745783e+01,0.000000000000000000e+00
1.100000000000000000e+01,0.000000000000000000e+00,2.551594166502055927e+01,0.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00,2.553977412467708064e+01,0.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00,2.557678673843812689e+01,0.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00,2.560405403406779357e+01,0.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00,2.565799073476329184e+01,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00,2.570462417495984653e+01,0.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00,2.573610947043270514e+01,0.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00,2.575743327042584596e+01,0.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00,2.580440542123972492e+01,0.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00,2.581055158229423085e+01,0.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00,2.584341783399812442e+01,0.000000000000000000e+00
2.200000000000000000e+01,0.000000000000000000e+00,2.588309379376608277e+01,0.000000000000000000e+00
2.300000000000000000e+01,0.000000000000000000e+00,2.591586057878484439e+01,0.000000000000000000e+00
2.400000000000000000e+01,0.000000000000000000e+00,2.595814602830358808e+01,0.000000000000000000e+00
2.500000000000000000e+01,0.000000000000000000e+00,2.598986661019045741e+01,0.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00,2.602417084243021606e+01,0.000000000000000000e+00
2.700000000000000000e+01,3.000000000000000000e+02,2.607684086731087802e+01,0.000000000000000000e+00
2.800000000000000000e+01,6.000000000000000000e+02,2.610190055536572373e+01,0.000000000000000000e+00
2.900000000000000000e+01,9.000000000000000000e+02,2.613184680564664930e+01,0.000000000000000000e+00
3.000000000000000000e+01,1.200000000000000000e+03,2.615428727483444504e+01,-8.547477424144744873e-03
3.100000000000000000e+01,1.500000000000000000e+03,2.617557171842353725e+01,0.000000000000000000e+00
3.200000000000000000e+01,1.800000000000000000e+03,2.620246832756050637e+01,0.000000000000000000e+00
3.300000000000000000e+01,2.100000000000000000e+03,2.621235605894809240e+01,0.000000000000000000e+00
3.400000000000000000e+01,2.400000000000000000e+03,2.623893468726689804e+01,0.000000000000000000e+00
3.500000000000000000e+01,2.700000000000000000e+03,2.626667429948309973e+01,0.000000000000000000e+00
3.600000000000000000e+01,3.000000000000000000e+03,2.628211840761512619e+01,0.000000000000000000e+00
3.700000000000000000e+01,3.000000000000000000e+03,2.632006777198932923e+01,0.000000000000000000e+00
3.800000000000000000e+01,3.000000000000000000e+03,2.632454212667266447e+01,0.000000000000000000e+00
3.900000000000000000e+01,3.000000000000000000e+03,2.633387108900402751e+01,0.000000000000000000e+00
4.000000000000000000e+01,3.000000000000000000e+03,2.636861110300842981e+01,0.000000000000000000e+00
4.100000000000000000e+01,3.000000000000000000e+03,2.640497322275904324e+01,0.000000000000000000e+00
4.200000000000000000e+01,3.000000000000000000e+03,2.642019093435195742e+01,0.000000000000000000e+00
4.300000000000000000e+01,3.000000000000000000e+03,2.643175281096861440e+01,0.000000000000000000e+00
4.400000000000000000e+01,3.000000000000000000e+03,2.645271841379880229e+01,0.000000000000000000e+00
4.500000000000000000e+01,3.000000000000000000e+03,2.649455163626623388e+01,0.000000000000000000e+00
4.600000000000000000e+01,3.000000000000000000e+03,2.651367827956550727e+01,0.000000000000000000e+00
4.700000000000000000e+01,3.000000000000000000e+03,2.653904221785213480e+01,0.000000000000000000e+00
4.800000000000000000e+01,3.000000000000000000e+03,2.655404357548940908e+01,0.000000000000000000e+00
4.900000000000000000e+01,3.000000000000000000e+03,2.659091394843888168e+01,0.000000000000000000e+00
5.000000000000000000e+01,3.000000000000000000e+03,2.660907601788158772e+01,0.000000000000000000e+00
5.100000000000000000e+01,3.000000000000000000e+03,2.661550658284922477e+01,0.000000000000000000e+00
5.200000000000000000e+01,3.000000000000000000e+03,2.665071994782818976e+01,0.000000000000000000e+00
5.300000000000000000e+01,3.000000000000000000e+03,2.666383989368074836e+01,0.000000000000000000e+00
5.400000000000000000e+01,3.000000000000000000e+03,2.667740526064652684e+01,0.000000000000000000e+00
5.500000000000000000e+01,3.000000000000000000e+03,2.669887065838926077e+01,0.000000000000000000e+00
5.600000000000000000e+01,3.000000000000000000e+03,2.670872388837177169e+01,0.000000000000000000e+00
5.700000000000000000e+01,3.000000000000000000e+03,2.673618152109526491e+01,0.000000000000000000e+00
5.800000000000000000e+01,3.000000000000000000e+03,2.675858325952233940e+01,0.000000000000000000e+00
5.900000000000000000e+01,3.000000000000000000e+03,2.677992445794429344e+01,0.000000000000000000e+00
6.000000000000000000e+01,3.000000000000000000e+03,2.679560851628301066e+01,5.721443332731723785e-03
6.100000000000000000e+01,3.000000000000000000e+03,2.682941257397381207e+01,0.000000000000000000e+00
6.200000000000000000e+01,3.000000000000000000e+03,2.681839214376779168e+01,0.000000000000000000e+00
6.300000000000000000e+01,3.000000000000000000e+03,2.684436668118476277e+01,0.000000000000000000e+00
6.400000000000000000e+01,3.000000000000000000e+03,2.685006688810383224e+01,0.000000000000000000e+00
6.500000000000000000e+01,3.000000000000000000e+03,2.685766863260151638e+01,0.000000000000000000e+00
6.600000000000000000e+01,3.000000000000000000e+03,2.687530216013093565e+01,0.000000000000000000e+00
6.700000000000000000e+01,3.000000000000000000e+03,2.691779184165761762e+01,0.000000000000000000e+00
6.800000000000000000e+01,3.000000000000000000e+03,2.694888225783629565e+01,0.000000000000000000e+00
6.900000000000000000e+01,3.000000000000000000e+03,2.697880225820434319e+01,0.000000000000000000e+00
7.000000000000000000e+01,3.000000000000000000e+03,2.699619096003996432e+01,0.000000000000000000e+00
7.100000000000000000e+01,3.000000000000000000e+03,2.700241656801146561e+01,0.000000000000000000e+00
